id_instrumento,produto,lado,tipo_taxa,moeda,prazo_anos,nocional,taxa_cupom
I0274,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2515507.9780176952,0.132479377676842
I0275,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,3203810.489315573,0.1089988445356476
I0276,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,2911268.622933349,0.0708366103030424
I0277,Captacao_CDI,Passivo,Pos_Fixada,USD,20.0,2413233.7484539524,0.1569918082446831
I0278,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,2006169.4257287052,0.1175133139092594
I0279,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,3005509.867861901,0.1330991273305946
I0280,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2046639.9391671647,0.1235888104761844
I0281,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,2778205.9310150323,0.1258500020150307
I0282,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,3081886.762511957,0.1021136874997523
I0283,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,1818839.841334717,0.1335073505111264
I0284,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,3428323.3524043807,0.1428081726799027
I0285,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,2424450.356726371,0.1581505558990419
I0286,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,3360513.591512793,0.1468371297034428
I0287,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,2557586.7052427074,0.0677592879468556
I0288,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,1936521.2145113568,0.10511213260737
I0289,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,2070956.278074503,0.1211786046471165
I0290,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,1791890.1434772348,0.1182111710282875
I0291,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2487387.07283464,0.0568678289319989
I0292,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,3004161.4885625304,0.1325637446017946
I0293,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,2064996.108821601,0.1521022083111137
I0294,Captacao_CDI,Passivo,Pos_Fixada,BRL,2.0,1754226.6793718138,0.1053756984383802
I0295,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,1535300.7498847337,0.1197263864242117
I0296,Captacao_CDI,Passivo,Pos_Fixada,USD,7.0,2533991.331627623,0.1076180562165735
I0297,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,3386186.82485085,0.1358324397599821
I0298,Captacao_CDI,Passivo,Pos_Fixada,USD,1.0,2146333.6170657435,0.118358945543444
I0299,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2636643.3933802093,0.1033799716234905
I0300,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,1697931.110007387,0.0959371403081218
I0301,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,3350406.6094635064,0.1150999019339441
I0302,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,2284961.948797363,0.1150084120621161
I0303,Captacao_CDI,Passivo,Pos_Fixada,USD,2.0,2333785.139999515,0.1206077339804082
I0304,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,2874962.7298894143,0.1248421753431013
I0305,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,3282941.788944496,0.1184783059773354
I0306,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2480183.361620841,0.1208067618517555
I0307,Captacao_CDI,Passivo,Pos_Fixada,BRL,2.0,3089868.7697327,0.1614934362320771
I0308,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,1663309.4822337672,0.150384274626108
I0309,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,3352149.6168752997,0.1562121866280144
I0310,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,3147701.718982408,0.1061236127492452
I0311,Captacao_CDI,Passivo,Pos_Fixada,USD,15.0,1789237.0448827115,0.1550387494803707
I0312,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2823153.166315817,0.1176151087291543
I0313,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2420676.502896776,0.1092890205194052
I0314,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,2228100.13458499,0.1372346081743534
I0315,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2272437.57087197,0.1440650289432071
I0316,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,2782800.236717473,0.137005140059678
I0317,Captacao_CDI,Passivo,Pos_Fixada,BRL,2.0,1699871.1330921445,0.1119291851906543
I0318,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2646002.920532084,0.1017520793536848
I0319,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,3399035.6391405994,0.1040318578013586
I0320,Captacao_CDI,Passivo,Pos_Fixada,USD,2.0,2857969.9451555605,0.1611732954169275
I0321,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,3053385.521903708,0.112847144160816
I0322,Captacao_CDI,Passivo,Pos_Fixada,USD,20.0,3352062.125311788,0.0940144076060402
I0323,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,1750167.2415416895,0.1247973371795254
I0324,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,1660387.7252879548,0.1107230782814854
I0325,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2236619.429205428,0.149903780571026
I0326,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,2583151.289244492,0.1375212122776598
I0327,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,1853649.7078630563,0.1127689367235604
I0328,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,3243563.394907268,0.0793185837379613
I0329,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,2612265.128496142,0.1041566839383449
I0330,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,3417340.8488325044,0.1345022194791977
I0331,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2329706.2798271147,0.1538098650579378
I0332,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,3243652.0697722603,0.1575675734239686
I0333,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,1918342.0627638795,0.1189399634311815
I0334,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,1882446.6227723183,0.1548700970343346
I0335,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2685828.9712694148,0.1092619423740706
I0336,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,2343184.357525567,0.1449338530574619
I0337,Captacao_CDI,Passivo,Pos_Fixada,BRL,2.0,2384753.197753733,0.124195817422783
I0338,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,3108826.743240237,0.1323070453326486
I0339,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,2405226.180242816,0.1055917491412673
I0340,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,3506727.735421131,0.1145787421082996
I0341,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,3172488.416278516,0.1731170282711094
I0342,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,3160916.242184035,0.0651411476898778
I0343,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,1671512.0222433088,0.1132784788129654
I0344,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,3075552.146474238,0.1508318932544132
I0345,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,3429408.872918707,0.0943729841707639
I0346,Captacao_CDI,Passivo,Pos_Fixada,BRL,2.0,1943567.732799916,0.1704678974618004
I0347,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,2716789.044749796,0.1195185712774995
I0348,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,2906668.852287669,0.0788849380483684
I0349,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,2424721.616702695,0.1282360451133315
I0350,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,2538610.374243888,0.0792692017705862
I0351,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,3268590.5697156093,0.1769368269717783
I0352,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,2134206.68669243,0.0707891387832066
I0353,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,1674224.1868977612,0.1473212253997549
I0354,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,2642756.973336012,0.0989808339646039
I0355,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,3128101.780003716,0.1313550397585609
I0356,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,2181404.5151744164,0.0728880278591794
I0357,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,1998504.082795037,0.1077940645633588
I0358,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,3190106.986568162,0.1242760110687438
I0359,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,2948386.0469713206,0.1240115042323953
I0360,Captacao_CDI,Passivo,Pos_Fixada,BRL,1.0,2500714.366485105,0.1160306981119669
I0361,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,3111404.4758756845,0.0498629549655608
I0362,Captacao_CDI,Passivo,Pos_Fixada,BRL,20.0,2127912.050807206,0.1009299897150826
I0363,Captacao_CDI,Passivo,Pos_Fixada,BRL,7.0,1926262.654538868,0.0894531970919684
I0364,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.25,3068881.354651864,0.1386239231744219
I0365,Captacao_CDI,Passivo,Pos_Fixada,BRL,0.5,3054804.4302929007,0.15061565921269
I0366,Captacao_CDI,Passivo,Pos_Fixada,BRL,5.0,2543060.993316196,0.0998660678486847
I0367,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,2948395.780385138,0.1061667126726086
I0368,Captacao_CDI,Passivo,Pos_Fixada,USD,15.0,3305593.281974367,0.0682396057722293
I0369,Captacao_CDI,Passivo,Pos_Fixada,BRL,10.0,2566774.5914035942,0.0962566122381549
I0370,Captacao_CDI,Passivo,Pos_Fixada,BRL,15.0,3108302.56163898,0.0982767233068913
I0371,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,2605354.925392824,0.0955134232013836
I0372,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,1852310.7881779184,0.1127696026864361
I0373,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,2098103.173453785,0.1510710264566889
I0374,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2232890.987616716,0.1048056865534454
I0375,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,1996015.841683996,0.1293030866548405
I0376,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,1673212.8101190226,0.1170270422439564
I0377,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,2102264.8425349966,0.1546316369893327
I0378,Captacao_Prefixada,Passivo,Prefixada,USD,0.25,1255541.2481391963,0.1101943801020304
I0379,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2351756.671823436,0.1490232138041372
I0380,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,2634486.835496259,0.1164765637418299
I0381,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,2775364.003315876,0.1234188323651173
I0382,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,1778039.0416820496,0.1076745920970235
I0383,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2705734.600733963,0.1144356007228723
I0384,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2509678.211253959,0.1102547041388441
I0385,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,2536843.0455471254,0.1350492989708177
I0386,Captacao_Prefixada,Passivo,Prefixada,BRL,5.0,1700638.1325584522,0.111663728785312
I0387,Captacao_Prefixada,Passivo,Prefixada,BRL,5.0,2231635.8982924907,0.1527822394936988
I0388,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,1975997.9891479483,0.1036142264655834
I0389,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2297866.1637630137,0.0729168331783722
I0390,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2217157.0472585103,0.1289411914460075
I0391,Captacao_Prefixada,Passivo,Prefixada,BRL,5.0,2481156.754337809,0.1604835784474605
I0392,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,1683659.5447534402,0.1337484363987044
I0393,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,1736452.8328462795,0.1230088819291981
I0394,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2390629.1616695034,0.1077846995872022
I0395,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,1614983.219503388,0.1628817792030396
I0396,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,1419431.2624888532,0.1079089285690786
I0397,Captacao_Prefixada,Passivo,Prefixada,USD,0.25,2506063.6323983804,0.1166709365600932
I0398,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,1434531.3646436816,0.0899938740004267
I0399,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2704216.030341161,0.0811767730493237
I0400,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,1599270.0888975016,0.0802166953841784
I0401,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2135186.2972704167,0.1102154934584815
I0402,Captacao_Prefixada,Passivo,Prefixada,BRL,5.0,1566526.8300321132,0.103396544596465
I0403,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,1682519.318805623,0.1502818896282454
I0404,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,1314626.4689514623,0.0500694091143541
I0405,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,1768074.7403595012,0.0849281135995664
I0406,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,1493035.3064746736,0.0983553105826717
I0407,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2304962.756714695,0.1063469036441593
I0408,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,1893473.331232552,0.1152974613155027
I0409,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2295088.0662318305,0.1033075755786269
I0410,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,1752021.4855468404,0.1403177289105963
I0411,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,2440729.1461721207,0.1218229529293323
I0412,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,2488472.571512098,0.1586238679154541
I0413,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,1287551.8826352954,0.1289955703252223
I0414,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,1924238.2341008824,0.138051641178169
I0415,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,2633562.585159297,0.1090957498811602
I0416,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,2298148.178349008,0.1491937761915373
I0417,Captacao_Prefixada,Passivo,Prefixada,BRL,5.0,2419806.1073073465,0.1124136459164884
I0418,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2073326.710016198,0.1103430475864298
I0419,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,2312016.8422189998,0.0922996082262109
I0420,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,1435297.8009355746,0.1025824300710445
I0421,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2101222.665323296,0.0760175471328107
I0422,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,1736610.0349274375,0.1154257425197524
I0423,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,2427739.030822616,0.1516202592018277
I0424,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,1567644.5167089298,0.1130376577392486
I0425,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,1296652.122873012,0.0897451012408007
I0426,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2592100.189902567,0.1622231734175168
I0427,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,1678700.563816326,0.1248777294274517
I0428,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,1366585.880498445,0.1295652912042136
I0429,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,1963225.4251716067,0.0503709380018919
I0430,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2284036.946944389,0.1121574810305919
I0431,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,2336590.261855415,0.1778421849065343
I0432,Captacao_Prefixada,Passivo,Prefixada,USD,20.0,2243555.274588151,0.1272116646751379
I0433,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,2187326.681837469,0.1024124142817266
I0434,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2043225.466924345,0.1064473223078153
I0435,Captacao_Prefixada,Passivo,Prefixada,BRL,5.0,1673031.0729785475,0.1059130046708287
I0436,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,2670885.491603394,0.1125077264876857
I0437,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2462070.1162732434,0.1488942291952515
I0438,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,1822448.415262172,0.1795879404146858
I0439,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2255476.330258979,0.1406972895490749
I0440,Captacao_Prefixada,Passivo,Prefixada,USD,20.0,1927388.518502288,0.0837517728172183
I0441,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2510235.830251909,0.1415476837642225
I0442,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,1813505.410044525,0.1498130131516883
I0443,Captacao_Prefixada,Passivo,Prefixada,USD,5.0,2676806.9617457725,0.1751981426997556
I0444,Captacao_Prefixada,Passivo,Prefixada,USD,10.0,2088092.156355641,0.0894625636303396
I0445,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,1500048.41869562,0.0559195935168195
I0446,Captacao_Prefixada,Passivo,Prefixada,BRL,0.5,2058086.415677052,0.117998305830515
I0447,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2164626.1173578748,0.130295754052639
I0448,Captacao_Prefixada,Passivo,Prefixada,BRL,20.0,2617832.139228455,0.1357310449083253
I0449,Captacao_Prefixada,Passivo,Prefixada,BRL,2.0,1646724.1802925293,0.1437452451583956
I0450,Captacao_Prefixada,Passivo,Prefixada,BRL,7.0,2050355.61898492,0.0910424844380539
I0451,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,1441640.9706103231,0.1163329169607722
I0452,Captacao_Prefixada,Passivo,Prefixada,USD,1.0,1554620.8057163253,0.0570443467527994
I0453,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,2633677.304685011,0.1896069112542856
I0454,Captacao_Prefixada,Passivo,Prefixada,BRL,1.0,2097470.2583994167,0.1244970989217183
I0455,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,1759496.744560428,0.113235039466745
I0456,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,2654478.6248961035,0.1398964916911284
I0457,Captacao_Prefixada,Passivo,Prefixada,BRL,10.0,2749706.268765584,0.0796650892722845
I0458,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,2491801.4237393923,0.1098627645573527
I0459,Captacao_Prefixada,Passivo,Prefixada,BRL,0.25,2104906.7015250763,0.1698113645691891
I0460,Captacao_Prefixada,Passivo,Prefixada,BRL,15.0,1661625.765927885,0.1526688908215496
I0461,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,3460528.8847597647,0.1234663851723032
I0462,Depositos_Sem_Vencimento,Passivo,Comportamental,USD,5.0,3542397.5940174414,0.1366210865914357
I0463,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,2977484.291107605,0.1400642552255482
I0464,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,4729201.508425178,0.1406523316166635
I0465,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,3039520.8134515327,0.1479620042692833
I0466,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,4839547.627231314,0.1347969052374831
I0467,Depositos_Sem_Vencimento,Passivo,Comportamental,USD,2.0,3908657.86431705,0.1629339904508774
I0468,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,3234966.3281091484,0.0438879745276295
I0469,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,4664368.764654812,0.1226981518746297
I0470,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,7.0,3359267.0476976745,0.1221628440251926
I0471,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,4865933.414243542,0.1085538205064963
I0472,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,4467396.733759244,0.1538220818119373
I0473,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,7.0,2494769.0778516503,0.1031031876916381
I0474,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,2940782.1468438166,0.1122381137230439
I0475,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,4945517.265235345,0.1271966844035447
I0476,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,3409742.640523168,0.1847587118070257
I0477,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,3231483.203183926,0.0882179016902401
I0478,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,2498623.089768961,0.1271902273078889
I0479,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,4221916.854983863,0.1356126224790118
I0480,Depositos_Sem_Vencimento,Passivo,Comportamental,USD,10.0,4375890.794655421,0.0945089757269944
I0481,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,4021234.522225538,0.0873453652911962
I0482,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,3908249.6003266,0.0470595432626816
I0483,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,2379247.8834363907,0.1437003329583549
I0484,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,4266900.368521578,0.1062434772172227
I0485,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,2533258.64734244,0.0984071800514803
I0486,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,4852589.239068878,0.1292101087087648
I0487,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,3535931.737479737,0.1919135014359542
I0488,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,3809878.879275675,0.0809932096459992
I0489,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,3744577.060314944,0.1273400605556301
I0490,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,7.0,3578885.0232777894,0.1261559885386182
I0491,Depositos_Sem_Vencimento,Passivo,Comportamental,USD,0.25,4279104.384352092,0.1815092273693403
I0492,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,3195626.0710665686,0.0336644954597883
I0493,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,4620140.370425554,0.0806092601473724
I0494,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,2795388.829818818,0.0642806020881893
I0495,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,4835170.101160531,0.1329528302355085
I0496,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,2761624.312071301,0.1666831271515659
I0497,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,2327018.0589220272,0.1129467255477555
I0498,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,2620327.0614013243,0.0996713485383009
I0499,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,2667975.7782141003,0.1242157694056072
I0500,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,4502732.112589568,0.1528183606075053
I0501,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,4878955.272872767,0.0967760117445184
I0502,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,2815672.714330923,0.0959890631672435
I0503,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,4732923.0731507065,0.1528624137784486
I0504,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,4901008.219249999,0.0597555658259935
I0505,Depositos_Sem_Vencimento,Passivo,Comportamental,USD,7.0,4375680.510655627,0.1370366746233483
I0506,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,3991411.418347306,0.1161953251304113
I0507,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,5012463.914143841,0.1419995359380099
I0508,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,2302721.8509275303,0.0904111453628269
I0509,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,3442713.6268840376,0.1076145075539324
I0510,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,2911974.689365779,0.161466635406654
I0511,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,7.0,4232376.731545233,0.0760020910353898
I0512,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,4082374.706040563,0.1102901701501908
I0513,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,2543854.4588939683,0.0616622812828931
I0514,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,4254582.220351032,0.1304342604651774
I0515,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,3775210.369614059,0.1181559776643513
I0516,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,2635686.616393892,0.1453748497144972
I0517,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,2489146.738102313,0.1007671385177745
I0518,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,4911635.793068034,0.1214923575236349
I0519,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,3364495.266362171,0.1144348080543083
I0520,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,3692716.9427058008,0.167582489751636
I0521,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,4402751.41166084,0.1002725699617318
I0522,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,2435265.1417120053,0.049332139368418
I0523,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,4470806.800441607,0.1511504401274798
I0524,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,4521397.059810547,0.0577111312952501
I0525,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.5,2485670.9923048955,0.1196031288536507
I0526,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,4715066.572125683,0.0899478377018392
I0527,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,3000624.33131136,0.1284457081527878
I0528,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,4591513.451251184,0.172789475148426
I0529,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,2401513.095572552,0.1358281954466777
I0530,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,3712889.1376827294,0.1129954896638201
I0531,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,10.0,3881182.3840728058,0.1281244247064304
I0532,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,15.0,2659998.914244971,0.0935645637154164
I0533,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,1.0,2806649.489140445,0.12940618744817
I0534,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,0.25,5125221.042533883,0.094271329555181
I0535,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,20.0,2653325.9130890383,0.120903930877549
I0536,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,2.0,3169173.417749846,0.1551542604214508
I0537,Depositos_Sem_Vencimento,Passivo,Comportamental,BRL,5.0,2481299.006853916,0.1777563923327776
