data,cooperativa,saldo_inicial,saldo_final,variacao_mensal
2023-12-31,Coop_05,47858448.083811626,48616302.112582006,0.0158353239420383
2024-01-31,Coop_05,48616302.112582006,48658975.541666254,0.0008777596655835
2024-02-29,Coop_05,48658975.541666254,48523479.33403783,-0.0027846087205926
2024-03-31,Coop_05,48523479.33403783,47340084.30001059,-0.0243880910905149
2024-04-30,Coop_05,47340084.30001059,48933790.9606856,0.0336650575139481
2024-05-31,Coop_05,48933790.9606856,51778784.01390154,0.0581396412859502
2024-06-30,Coop_05,51778784.01390154,51080630.34266671,-0.0134833925618529
2024-07-31,Coop_05,51080630.34266671,52376746.05171696,0.0253739176739882
2024-08-31,Coop_05,52376746.05171696,53483279.54650616,0.0211264268631083
2024-09-30,Coop_05,53483279.54650616,53819337.6365682,0.0062834233972099
2024-10-31,Coop_05,53819337.6365682,51266640.6700901,-0.047430850667765
2024-11-30,Coop_05,51266640.6700901,49238742.18473217,-0.0395559072888707
2024-12-31,Coop_05,49238742.18473217,48188264.72481172,-0.0213343682903049
2025-01-31,Coop_05,48188264.72481172,44869771.90781184,-0.0688651653250176
2025-02-28,Coop_05,44869771.90781184,47350221.15841063,0.0552810755466965
2025-03-31,Coop_05,47350221.15841063,48243701.50814234,0.0188696130212899
2025-04-30,Coop_05,48243701.50814234,48482573.601536855,0.0049513633060307
2025-05-31,Coop_05,48482573.601536855,45056879.61721295,-0.070658253674374
2025-06-30,Coop_05,45056879.61721295,42450993.36059632,-0.0578354799257139
2025-07-31,Coop_05,42450993.36059632,42702220.52185663,0.0059180514134564
2025-08-31,Coop_05,42702220.52185663,45903484.24146485,0.0749671487919391
2025-09-30,Coop_05,45903484.24146485,45056448.04766586,-0.0184525468555577
2025-10-31,Coop_05,45056448.04766586,46688975.19855365,0.0362329305044353
2025-11-30,Coop_05,46688975.19855365,46184893.74340678,-0.0107965842686236
2025-12-31,Coop_05,46184893.74340678,46551295.78209245,0.0079333740751104
2026-01-31,Coop_05,46551295.78209245,48809682.30638909,0.0485139347112525
2026-02-28,Coop_05,48809682.30638909,48511537.7795642,-0.006108307055829
2026-03-31,Coop_05,48511537.7795642,47630875.2450824,-0.0181536717818247
2026-04-30,Coop_05,47630875.2450824,50280698.45438136,0.0556324693943668
2026-05-31,Coop_05,50280698.45438136,50662556.41240544,0.0075945237389758
2026-06-30,Coop_05,50662556.41240544,52901445.13195626,0.0441921781705157
2026-07-31,Coop_05,52901445.13195626,51950080.817018665,-0.0179837112684641
2020-01-31,Coop_06,54066742.08960976,54908937.27698052,0.0155769546087114
2020-02-29,Coop_06,54908937.27698052,56073971.32802437,0.0212175669175129
2020-03-31,Coop_06,56073971.32802437,43031955.63048893,-0.2325859108719372
2020-04-30,Coop_06,43031955.63048893,43287612.85234247,0.005941101632676
2020-05-31,Coop_06,43287612.85234247,42876784.90885568,-0.0094906583296277
2020-06-30,Coop_06,42876784.90885568,44574024.37314441,0.0395841121925674
2020-07-31,Coop_06,44574024.37314441,44524680.89039117,-0.0011070008474031
2020-08-31,Coop_06,44524680.89039117,42459726.23886447,-0.0463777529727863
2020-09-30,Coop_06,42459726.23886447,40218709.075363286,-0.0527798307246248
2020-10-31,Coop_06,40218709.075363286,38029398.20399912,-0.0544351353312149
2020-11-30,Coop_06,38029398.20399912,39080111.55383372,0.0276289765143879
2020-12-31,Coop_06,39080111.55383372,37739560.13014491,-0.0343026508980706
2021-01-31,Coop_06,37739560.13014491,38362376.1722769,0.0165030021543496
2021-02-28,Coop_06,38362376.1722769,38775926.73485491,0.0107801081121994
2021-03-31,Coop_06,38775926.73485491,38920762.54452724,0.0037351991781577
2021-04-30,Coop_06,38920762.54452724,39751494.38846397,0.0213441821183829
2021-05-31,Coop_06,39751494.38846397,40210251.43061623,0.0115406237981683
2021-06-30,Coop_06,40210251.43061623,36637950.93988149,-0.0888405409973333
2021-07-31,Coop_06,36637950.93988149,36442784.84612178,-0.005326883429697
2021-08-31,Coop_06,36442784.84612178,37203659.52702151,0.0208786096922199
2021-09-30,Coop_06,37203659.52702151,39562739.79686105,0.0634098983764249
2021-10-31,Coop_06,39562739.79686105,42135347.17085729,0.0650260165803873
2021-11-30,Coop_06,42135347.17085729,40377870.549120784,-0.0417102679754838
2021-12-31,Coop_06,40377870.549120784,40125897.07219638,-0.006240385475947
2022-01-31,Coop_06,40125897.07219638,38167190.79099644,-0.0488140184797798
2022-02-28,Coop_06,38167190.79099644,40426534.96321642,0.0591959776288528
2022-03-31,Coop_06,40426534.96321642,42102213.51489572,0.0414499672851994
2022-04-30,Coop_06,42102213.51489572,42871445.20838082,0.018270576040211
2022-05-31,Coop_06,42871445.20838082,43377899.31566798,0.0118133201441073
2022-06-30,Coop_06,43377899.31566798,45734277.40176837,0.0543220885122315
2022-07-31,Coop_06,45734277.40176837,47947650.95301087,0.0483963818166049
2022-08-31,Coop_06,47947650.95301087,50178730.1603428,0.0465315643829643
2022-09-30,Coop_06,50178730.1603428,51281849.08218356,0.021983795092379
2022-10-31,Coop_06,51281849.08218356,40278847.72903799,-0.2145593723719343
2022-11-30,Coop_06,40278847.72903799,41670943.78289218,0.0345614666839288
2022-12-31,Coop_06,41670943.78289218,41642927.93084976,-0.0006723114357185
2023-01-31,Coop_06,41642927.93084976,41380839.32898674,-0.0062937121591985
2023-02-28,Coop_06,41380839.32898674,43270535.266055554,0.0456659644345373
2023-03-31,Coop_06,43270535.266055554,46050410.29464831,0.064244063806936
2023-04-30,Coop_06,46050410.29464831,45118863.34496907,-0.0202288523320169
2023-05-31,Coop_06,45118863.34496907,44973662.55706626,-0.0032181836406789
2023-06-30,Coop_06,44973662.55706626,45795900.6340292,0.0182826576759145
2023-07-31,Coop_06,45795900.6340292,46850624.41506635,0.0230309649212012
2023-08-31,Coop_06,46850624.41506635,46275166.507920966,-0.0122828225734452
2023-09-30,Coop_06,46275166.507920966,49603425.58462811,0.0719232220620415
2023-10-31,Coop_06,49603425.58462811,50633854.12642916,0.020773334294081
2023-11-30,Coop_06,50633854.12642916,51879366.90082733,0.0245984192964693
2023-12-31,Coop_06,51879366.90082733,55384385.84325935,0.0675609428529113
2024-01-31,Coop_06,55384385.84325935,54846207.07712074,-0.0097171568835606
2024-02-29,Coop_06,54846207.07712074,55005528.96431847,0.0029048843245203
2024-03-31,Coop_06,55005528.96431847,52922674.31215181,-0.0378662780157569
2024-04-30,Coop_06,52922674.31215181,52920966.68115296,-3.22665288752759e-05
2024-05-31,Coop_06,52920966.68115296,50480650.54527066,-0.0461124633377376
2024-06-30,Coop_06,50480650.54527066,52104851.71537589,0.0321747273967609
2024-07-31,Coop_06,52104851.71537589,53183416.21908493,0.0206998862524497
2024-08-31,Coop_06,53183416.21908493,52986774.4866777,-0.0036974257463489
2024-09-30,Coop_06,52986774.4866777,53118455.64102365,0.0024851702263752
2024-10-31,Coop_06,53118455.64102365,54852843.574776895,0.0326513245316147
2024-11-30,Coop_06,54852843.574776895,53001403.05818002,-0.0337528630411464
2024-12-31,Coop_06,53001403.05818002,53698152.896732405,0.0131458753608382
2025-01-31,Coop_06,53698152.896732405,55335025.27301228,0.0304828432260559
2025-02-28,Coop_06,55335025.27301228,52215259.08556361,-0.0563795927092533
2025-03-31,Coop_06,52215259.08556361,53780298.1799618,0.0299728301995707
2025-04-30,Coop_06,53780298.1799618,50951874.72342848,-0.0525921862141547
2025-05-31,Coop_06,50951874.72342848,51047877.89244112,0.0018841930651963
2025-06-30,Coop_06,51047877.89244112,49275562.51399057,-0.0347186886433329
2025-07-31,Coop_06,49275562.51399057,52039607.69925042,0.0560936302751504
2025-08-31,Coop_06,52039607.69925042,50244280.94529383,-0.0344992368953321
2025-09-30,Coop_06,50244280.94529383,47643805.471890844,-0.0517566462187884
2025-10-31,Coop_06,47643805.471890844,48152037.42699381,0.010667324955871
2025-11-30,Coop_06,48152037.42699381,47743727.20333902,-0.0084796043007288
2025-12-31,Coop_06,47743727.20333902,45515948.41104736,-0.0466611830032376
2026-01-31,Coop_06,45515948.41104736,46626698.31326033,0.0244035319704197
2026-02-28,Coop_06,46626698.31326033,43656462.59398052,-0.0637024671857388
2026-03-31,Coop_06,43656462.59398052,42335049.83551703,-0.0302684340404092
2026-04-30,Coop_06,42335049.83551703,41736743.8394704,-0.0141326394647274
2026-05-31,Coop_06,41736743.8394704,43159039.56943553,0.0340777837254297
2026-06-30,Coop_06,43159039.56943553,45374884.774802685,0.0513413928454603
2026-07-31,Coop_06,45374884.774802685,47398485.69259803,0.044597378656465
2020-01-31,Coop_07,38467262.09537767,35430049.08259171,-0.0789557885678304
2020-02-29,Coop_07,35430049.08259171,36127307.33749212,0.0196798557426497
2020-03-31,Coop_07,36127307.33749212,28759457.090858407,-0.2039413061650326
2020-04-30,Coop_07,28759457.090858407,29398009.509737853,0.0222032153410301
2020-05-31,Coop_07,29398009.509737853,28350482.09157044,-0.0356325967518457
2020-06-30,Coop_07,28350482.09157044,27999340.246156823,-0.0123857451269945
2020-07-31,Coop_07,27999340.246156823,30062429.74395267,0.0736835039560985
2020-08-31,Coop_07,30062429.74395267,28752142.69884557,-0.0435855337132447
2020-09-30,Coop_07,28752142.69884557,27769554.23747971,-0.0341744429852635
2020-10-31,Coop_07,27769554.23747971,28852269.83766426,0.0389893042907849
2020-11-30,Coop_07,28852269.83766426,28589986.156095605,-0.0090905735681934
2020-12-31,Coop_07,28589986.156095605,27579003.3826018,-0.0353614292771617
2021-01-31,Coop_07,27579003.3826018,29219374.68362561,0.0594789912553055
2021-02-28,Coop_07,29219374.68362561,29866202.78987156,0.0221369592350799
2021-03-31,Coop_07,29866202.78987156,29646296.72158636,-0.0073630407532012
2021-04-30,Coop_07,29646296.72158636,28635295.175273743,-0.0341021192564829
2021-05-31,Coop_07,28635295.175273743,30859090.141822662,0.0776592297350977
2021-06-30,Coop_07,30859090.141822662,31017835.05191444,0.0051441863438687
2021-07-31,Coop_07,31017835.05191444,32720915.259654075,0.0549064821864321
2021-08-31,Coop_07,32720915.259654075,33940658.51323424,0.0372771740613304
2021-09-30,Coop_07,33940658.51323424,33525511.493493862,-0.0122315546582132
2021-10-31,Coop_07,33525511.493493862,33124783.09884219,-0.0119529390246423
2021-11-30,Coop_07,33124783.09884219,35000342.152469225,0.0566210214276872
2021-12-31,Coop_07,35000342.152469225,37001945.4519806,0.0571881066416992
2022-01-31,Coop_07,37001945.4519806,34793223.13486952,-0.0596920591642256
2022-02-28,Coop_07,34793223.13486952,35671484.42902125,0.0252423091343766
2022-03-31,Coop_07,35671484.42902125,35734176.41492108,0.0017574818346732
2022-04-30,Coop_07,35734176.41492108,34656208.1464782,-0.0301663107028477
2022-05-31,Coop_07,34656208.1464782,35181634.84525871,0.0151611133151019
2022-06-30,Coop_07,35181634.84525871,33730888.902221695,-0.0412358876845238
2022-07-31,Coop_07,33730888.902221695,33382585.854545537,-0.0103259374126134
2022-08-31,Coop_07,33382585.854545537,32649952.24188506,-0.0219465806469488
2022-09-30,Coop_07,32649952.24188506,32274716.323640205,-0.0114926942454599
2022-10-31,Coop_07,32274716.323640205,26612350.22044241,-0.1754427845753143
2022-11-30,Coop_07,26612350.22044241,28237334.016419176,0.0610612660105653
2022-12-31,Coop_07,28237334.016419176,28894273.14042941,0.0232649131687943
2023-01-31,Coop_07,28894273.14042941,30882479.58011454,0.0688097059933718
2023-02-28,Coop_07,30882479.58011454,30894746.13442692,0.0003972010822692
2023-03-31,Coop_07,30894746.13442692,30486699.181413297,-0.0132076486803988
2023-04-30,Coop_07,30486699.181413297,32545909.45212499,0.067544546507256
2023-05-31,Coop_07,32545909.45212499,32082713.11052272,-0.0142320908955895
2023-06-30,Coop_07,32082713.11052272,32075006.176487837,-0.0002402207696193
2023-07-31,Coop_07,32075006.176487837,33075799.593414053,0.031201659367406
2023-08-31,Coop_07,33075799.593414053,31841397.41343524,-0.0373204032904047
2023-09-30,Coop_07,31841397.41343524,32825147.3836961,0.0308953139677776
2023-10-31,Coop_07,32825147.3836961,33692294.13779277,0.0264171473157611
2023-11-30,Coop_07,33692294.13779277,35391274.77163526,0.050426386131324
2023-12-31,Coop_07,35391274.77163526,36706115.75504061,0.0371515576053549
2024-01-31,Coop_07,36706115.75504061,38596452.90606284,0.0514992423507149
2024-02-29,Coop_07,38596452.90606284,38678865.34460224,0.0021352334822055
2024-03-31,Coop_07,38678865.34460224,37743089.71837791,-0.024193461154747
2024-04-30,Coop_07,37743089.71837791,40756856.16427577,0.0798494894929175
2024-05-31,Coop_07,40756856.16427577,38823581.32496535,-0.0474343465432689
2024-06-30,Coop_07,38823581.32496535,37118140.6844077,-0.0439279577605832
2024-07-31,Coop_07,37118140.6844077,38075027.10244502,0.0257794814178092
2024-08-31,Coop_07,38075027.10244502,40468975.83895036,0.0628745116862072
2024-09-30,Coop_07,40468975.83895036,40980272.19510841,0.0126342796069957
2024-10-31,Coop_07,40980272.19510841,42659464.64495719,0.040975629489577
2024-11-30,Coop_07,42659464.64495719,39935525.77664547,-0.0638530954615185
2024-12-31,Coop_07,39935525.77664547,39476903.2563231,-0.0114840736763398
2025-01-31,Coop_07,39476903.2563231,37124546.70571128,-0.059588173250014
2025-02-28,Coop_07,37124546.70571128,38361328.09333985,0.0333143835380031
2025-03-31,Coop_07,38361328.09333985,36514111.36245478,-0.0481530964306155
2025-04-30,Coop_07,36514111.36245478,35100151.343051724,-0.0387236596111426
2025-05-31,Coop_07,35100151.343051724,35942234.93820013,0.0239908821736491
2025-06-30,Coop_07,35942234.93820013,37493640.259145655,0.0431638523206206
2025-07-31,Coop_07,37493640.259145655,37509991.84350872,0.0004361162119774
2025-08-31,Coop_07,37509991.84350872,38483602.60381739,0.0259560376437979
2025-09-30,Coop_07,38483602.60381739,39438865.132904574,0.0248225858405581
2025-10-31,Coop_07,39438865.132904574,39378131.64375752,-0.0015399400804864
2025-11-30,Coop_07,39378131.64375752,38105639.45205174,-0.0323146919010186
2025-12-31,Coop_07,38105639.45205174,39087667.47857484,0.0257711992409622
2026-01-31,Coop_07,39087667.47857484,40160950.300721005,0.0274583491771277
2026-02-28,Coop_07,40160950.300721005,41658586.43923022,0.037290854108159
2026-03-31,Coop_07,41658586.43923022,42363546.57144513,0.0169223248427614
2026-04-30,Coop_07,42363546.57144513,40885164.83325441,-0.0348974969717764
2026-05-31,Coop_07,40885164.83325441,42118339.31735474,0.0301619056479212
2026-06-30,Coop_07,42118339.31735474,42369013.44506001,0.0059516621920081
2026-07-31,Coop_07,42369013.44506001,41907368.70131643,-0.0108958105513169
2020-01-31,Coop_08,37053641.62806288,36380784.50365663,-0.0181590012436633
2020-02-29,Coop_08,36380784.50365663,37730858.399835736,0.0371095322599051
2020-03-31,Coop_08,37730858.399835736,27109882.584655084,-0.2814930872398835
2020-04-30,Coop_08,27109882.584655084,26960587.079646632,-0.0055070509635094
2020-05-31,Coop_08,26960587.079646632,28645119.06153255,0.0624812796883648
2020-06-30,Coop_08,28645119.06153255,29873989.490757536,0.0428998192182497
2020-07-31,Coop_08,29873989.490757536,28337587.2957746,-0.0514294281136529
2020-08-31,Coop_08,28337587.2957746,29847899.882853758,0.0532971481063371
2020-09-30,Coop_08,29847899.882853758,31436694.86592585,0.053229707594429
2020-10-31,Coop_08,31436694.86592585,30333572.082088348,-0.0350902914107925
2020-11-30,Coop_08,30333572.082088348,27838604.24747185,-0.0822510394708755
2020-12-31,Coop_08,27838604.24747185,27935266.65226445,0.0034722432178464
2021-01-31,Coop_08,27935266.65226445,29200311.133156065,0.0452848543254937
2021-02-28,Coop_08,29200311.133156065,31001800.061393365,0.061694168943007
2021-03-31,Coop_08,31001800.061393365,30242908.415940907,-0.0244789542526438
2021-04-30,Coop_08,30242908.415940907,32278838.8927503,0.0673192686632038
2021-05-31,Coop_08,32278838.8927503,29955484.44570908,-0.0719776338535845
2021-06-30,Coop_08,29955484.44570908,29749337.64706044,-0.006881771484025
2021-07-31,Coop_08,29749337.64706044,29493422.73554687,-0.008602373422551
2021-08-31,Coop_08,29493422.73554687,30859905.97730717,0.0463317958723506
2021-09-30,Coop_08,30859905.97730717,32447357.634186283,0.0514405863078923
2021-10-31,Coop_08,32447357.634186283,33725713.047371075,0.0393978279401687
2021-11-30,Coop_08,33725713.047371075,32333878.10665121,-0.0412692517061062
2021-12-31,Coop_08,32333878.10665121,33504095.027224343,0.0361916661129621
2022-01-31,Coop_08,33504095.027224343,34302044.26448875,0.0238164689007722
2022-02-28,Coop_08,34302044.26448875,32501420.07496881,-0.0524932034847857
2022-03-31,Coop_08,32501420.07496881,30345097.62914576,-0.0663454840080591
2022-04-30,Coop_08,30345097.62914576,31629594.236949723,0.0423296251507272
2022-05-31,Coop_08,31629594.236949723,31619995.42893981,-0.0003034755342735
2022-06-30,Coop_08,31619995.42893981,30387404.5854062,-0.0389813732359207
2022-07-31,Coop_08,30387404.5854062,30348325.85118372,-0.0012860175048069
2022-08-31,Coop_08,30348325.85118372,30917097.11364024,0.018741437838962
2022-09-30,Coop_08,30917097.11364024,31012946.62480165,0.0031002105666358
2022-10-31,Coop_08,31012946.62480165,22896663.8100299,-0.2617062774770651
2022-11-30,Coop_08,22896663.8100299,23838807.23586682,0.0411476289145762
2022-12-31,Coop_08,23838807.23586682,23702015.13452252,-0.0057382108085714
2023-01-31,Coop_08,23702015.13452252,23599425.395318706,-0.00432831295658
2023-02-28,Coop_08,23599425.395318706,24037951.306013808,0.0185820588149612
2023-03-31,Coop_08,24037951.306013808,23231796.57017358,-0.0335367488509115
2023-04-30,Coop_08,23231796.57017358,23633559.716201164,0.017293675278794
2023-05-31,Coop_08,23633559.716201164,22674613.016549155,-0.0405756352901267
2023-06-30,Coop_08,22674613.016549155,22754683.932149816,0.0035313024104191
2023-07-31,Coop_08,22754683.932149816,21960545.40614508,-0.03490000249499
2023-08-31,Coop_08,21960545.40614508,21232927.98642002,-0.033132939381435
2023-09-30,Coop_08,21232927.98642002,22583348.395258784,0.0636002914766373
2023-10-31,Coop_08,22583348.395258784,22765661.65079305,0.0080729062999593
2023-11-30,Coop_08,22765661.65079305,23067516.72617661,0.0132592269890408
2023-12-31,Coop_08,23067516.72617661,21582007.97594708,-0.0643982951378464
2024-01-31,Coop_08,21582007.97594708,21260542.638810813,-0.0148950615482367
2024-02-29,Coop_08,21260542.638810813,21731302.59167743,0.0221424241546522
2024-03-31,Coop_08,21731302.59167743,22009349.595103823,0.0127947693081627
2024-04-30,Coop_08,22009349.595103823,20482097.8544986,-0.0693910437473797
2024-05-31,Coop_08,20482097.8544986,20753482.109367747,0.0132498270829978
2024-06-30,Coop_08,20753482.109367747,21144261.00702644,0.018829558124239
2024-07-31,Coop_08,21144261.00702644,22221173.529697128,0.0509316699369544
2024-08-31,Coop_08,22221173.529697128,21844900.417015783,-0.0169330891628419
2024-09-30,Coop_08,21844900.417015783,20261747.94233644,-0.0724724052047484
2024-10-31,Coop_08,20261747.94233644,19676447.30946253,-0.0288869763131805
2024-11-30,Coop_08,19676447.30946253,19038984.008187037,-0.0323972763603994
2024-12-31,Coop_08,19038984.008187037,19644134.511232138,0.0317848107222991
2025-01-31,Coop_08,19644134.511232138,17894121.45420871,-0.089085780593836
2025-02-28,Coop_08,17894121.45420871,17720683.10963781,-0.0096924761025417
2025-03-31,Coop_08,17720683.10963781,18711319.650120284,0.0559028415752038
2025-04-30,Coop_08,18711319.650120284,18828310.98243507,0.006252436199177
2025-05-31,Coop_08,18828310.98243507,19531945.45971113,0.0373710885661748
2025-06-30,Coop_08,19531945.45971113,18526774.089732643,-0.0514629416742881
2025-07-31,Coop_08,18526774.089732643,17599145.31108574,-0.0500696329622212
2025-08-31,Coop_08,17599145.31108574,18590038.543153062,0.0563034860245831
2025-09-30,Coop_08,18590038.543153062,18767434.688682515,0.0095425378015039
2025-10-31,Coop_08,18767434.688682515,18947876.11648675,0.00961460267732
2025-11-30,Coop_08,18947876.11648675,18320031.6288662,-0.0331353489837449
2025-12-31,Coop_08,18320031.6288662,18494573.174808696,0.0095273605132581
2026-01-31,Coop_08,18494573.174808696,17863763.696457557,-0.0341078148919034
2026-02-28,Coop_08,17863763.696457557,18713015.34195087,0.0475404657116978
2026-03-31,Coop_08,18713015.34195087,20611901.26134285,0.1014740748453859
2026-04-30,Coop_08,20611901.26134285,21084695.751417007,0.0229379368782865
2026-05-31,Coop_08,21084695.751417007,20742636.12846836,-0.0162231234911541
2026-06-30,Coop_08,20742636.12846836,19027675.5964232,-0.082678041567313
2026-07-31,Coop_08,19027675.5964232,18020041.364615265,-0.0529562440089818
2020-01-31,Coop_09,55548618.31027136,53880953.54968616,-0.0300217145144875
2020-02-29,Coop_09,53880953.54968616,53504906.47476787,-0.0069792208590279
2020-03-31,Coop_09,53504906.47476787,40090571.6909311,-0.2507122368331356
2020-04-30,Coop_09,40090571.6909311,40051060.7390745,-0.0009855422407342
2020-05-31,Coop_09,40051060.7390745,39724110.29534596,-0.0081633404383111
2020-06-30,Coop_09,39724110.29534596,40062032.81437889,0.0085067359978739
2020-07-31,Coop_09,40062032.81437889,39422349.37306407,-0.0159673235823725
2020-08-31,Coop_09,39422349.37306407,38867137.93048087,-0.0140836721152534
2020-09-30,Coop_09,38867137.93048087,39660641.80492916,0.0204158041136854
2020-10-31,Coop_09,39660641.80492916,40155812.97390012,0.012485203124207
2020-11-30,Coop_09,40155812.97390012,43392619.8925954,0.0806061857295503
2020-12-31,Coop_09,43392619.8925954,44319473.60812115,0.0213597085822401
2021-01-31,Coop_09,44319473.60812115,46371026.21559465,0.046290094183284
2021-02-28,Coop_09,46371026.21559465,44910571.617391,-0.0314949811853096
2021-03-31,Coop_09,44910571.617391,46005514.04004583,0.0243805051510595
2021-04-30,Coop_09,46005514.04004583,45117407.62707499,-0.0193043471310369
2021-05-31,Coop_09,45117407.62707499,46012575.98555371,0.0198408642153795
2021-06-30,Coop_09,46012575.98555371,47397463.00066931,0.0300980109340194
2021-07-31,Coop_09,47397463.00066931,47764575.76276893,0.0077454095400515
2021-08-31,Coop_09,47764575.76276893,52075634.430662125,0.0902564002516177
2021-09-30,Coop_09,52075634.430662125,54990791.57231265,0.0559792919187957
2021-10-31,Coop_09,54990791.57231265,57586554.16719442,0.0472035866490182
2021-11-30,Coop_09,57586554.16719442,59472514.77976299,0.0327500167329504
2021-12-31,Coop_09,59472514.77976299,63499852.44874925,0.0677176286205516
2022-01-31,Coop_09,63499852.44874925,60687194.720748015,-0.0442939254114225
2022-02-28,Coop_09,60687194.720748015,63961870.23321417,0.05395990912967
2022-03-31,Coop_09,63961870.23321417,62126577.05274008,-0.0286935509199833
2022-04-30,Coop_09,62126577.05274008,61272220.49329641,-0.0137518691673354
2022-05-31,Coop_09,61272220.49329641,62843775.47280978,0.0256487355421583
2022-06-30,Coop_09,62843775.47280978,65933345.51729305,0.0491627057928754
2022-07-31,Coop_09,65933345.51729305,63666874.75808914,-0.0343751821088687
2022-08-31,Coop_09,63666874.75808914,62906751.43791239,-0.0119390707187205
2022-09-30,Coop_09,62906751.43791239,63498931.85101212,0.0094136225375458
2022-10-31,Coop_09,63498931.85101212,50392268.96987868,-0.2064076118931523
2022-11-30,Coop_09,50392268.96987868,56754669.184198365,0.1262574665594582
2022-12-31,Coop_09,56754669.184198365,57928141.48261,0.0206762247984057
2023-01-31,Coop_09,57928141.48261,56785110.61644744,-0.0197318753356811
2023-02-28,Coop_09,56785110.61644744,54549038.36617929,-0.0393777915723649
2023-03-31,Coop_09,54549038.36617929,54255352.508993775,-0.0053838869754961
2023-04-30,Coop_09,54255352.508993775,52795409.00859157,-0.0269087460110077
2023-05-31,Coop_09,52795409.00859157,53976138.35011597,0.0223642427191397
2023-06-30,Coop_09,53976138.35011597,55153938.5624784,0.021820757252448
2023-07-31,Coop_09,55153938.5624784,54590767.91947707,-0.0102108871583735
2023-08-31,Coop_09,54590767.91947707,58710920.17407649,0.0754734254824325
2023-09-30,Coop_09,58710920.17407649,57551928.08529633,-0.0197406561733962
2023-10-31,Coop_09,57551928.08529633,57656667.5657292,0.0018199126235638
2023-11-30,Coop_09,57656667.5657292,59292427.19829078,0.0283706933061435
2023-12-31,Coop_09,59292427.19829078,61499405.25608096,0.037221921281944
2024-01-31,Coop_09,61499405.25608096,64618358.556158826,0.050715178254012
2024-02-29,Coop_09,64618358.556158826,65975174.57668306,0.0209973767647633
2024-03-31,Coop_09,65975174.57668306,68797720.8356201,0.0427819445275797
2024-04-30,Coop_09,68797720.8356201,67608979.73857045,-0.0172787860209779
2024-05-31,Coop_09,67608979.73857045,70187104.07995053,0.0381328686122632
2024-06-30,Coop_09,70187104.07995053,72830737.87034695,0.0376655202554737
2024-07-31,Coop_09,72830737.87034695,77124185.14684707,0.0589510336163736
2024-08-31,Coop_09,77124185.14684707,73083243.43476774,-0.0523952597279989
2024-09-30,Coop_09,73083243.43476774,71201246.93866791,-0.0257514090460373
2024-10-31,Coop_09,71201246.93866791,73679757.64018387,0.0348099339278555
2024-11-30,Coop_09,73679757.64018387,67284519.9557541,-0.0867977567958488
2024-12-31,Coop_09,67284519.9557541,68846881.0481402,0.0232202160825921
2025-01-31,Coop_09,68846881.0481402,71813710.35564303,0.0430931548725979
2025-02-28,Coop_09,71813710.35564303,70795885.03984566,-0.0141731336642654
2025-03-31,Coop_09,70795885.03984566,70154711.48732224,-0.0090566500039169
2025-04-30,Coop_09,70154711.48732224,67938186.90697812,-0.0315948071533966
2025-05-31,Coop_09,67938186.90697812,67105662.2288812,-0.012254149190599
2025-06-30,Coop_09,67105662.2288812,66351401.45915138,-0.0112398975686615
2025-07-31,Coop_09,66351401.45915138,65163748.22418337,-0.0178994446062932
2025-08-31,Coop_09,65163748.22418337,63872285.08686166,-0.0198187362224573
2025-09-30,Coop_09,63872285.08686166,63649679.476572506,-0.0034851674710937
2025-10-31,Coop_09,63649679.476572506,63400895.09018382,-0.0039086510479641
2025-11-30,Coop_09,63400895.09018382,67940057.85961394,0.0715946164951369
2025-12-31,Coop_09,67940057.85961394,67410364.55669467,-0.0077964800090954
2026-01-31,Coop_09,67410364.55669467,68626801.94778639,0.0180452575667151
2026-02-28,Coop_09,68626801.94778639,67652925.60141338,-0.0141909038266705
2026-03-31,Coop_09,67652925.60141338,66662767.38449503,-0.0146358521544509
2026-04-30,Coop_09,66662767.38449503,63086112.00451702,-0.0536529688206417
2026-05-31,Coop_09,63086112.00451702,59995030.12771063,-0.0489978186733882
2026-06-30,Coop_09,59995030.12771063,57820513.87316121,-0.036244939787855
2026-07-31,Coop_09,57820513.87316121,58539187.5447947,0.0124293892166025
2020-01-31,Coop_10,50761736.55284586,47892010.18137245,-0.0565332584413431
2020-02-29,Coop_10,47892010.18137245,47258988.53084133,-0.0132176880472086
2020-03-31,Coop_10,47258988.53084133,34245851.21419161,-0.275357931288718
2020-04-30,Coop_10,34245851.21419161,35740748.7922559,0.0436519322797501
2020-05-31,Coop_10,35740748.7922559,35396176.37706516,-0.0096408840562792
2020-06-30,Coop_10,35396176.37706516,35549686.265816584,0.0043369059730104
2020-07-31,Coop_10,35549686.265816584,37573636.336201385,0.0569329938737311
2020-08-31,Coop_10,37573636.336201385,38401253.26065053,0.0220265325677769
2020-09-30,Coop_10,38401253.26065053,37610063.98523417,-0.0206032149535881
2020-10-31,Coop_10,37610063.98523417,38044912.86154355,0.0115620350042505
2020-11-30,Coop_10,38044912.86154355,37171241.28775183,-0.0229642153990801
2020-12-31,Coop_10,37171241.28775183,37941313.077818274,0.02071687044576
2021-01-31,Coop_10,37941313.077818274,38853304.83073878,0.0240369053925465
2021-02-28,Coop_10,38853304.83073878,37227271.11887134,-0.0418505895174458
2021-03-31,Coop_10,37227271.11887134,37678846.46524121,0.0121302296085021
2021-04-30,Coop_10,37678846.46524121,37749868.67825703,0.0018849359701426
